name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
Men of War: Vietnam,"Single-player,Steam Cloud,Includes level editor",675 63,1C Entertainment,1C Entertainment,251,2011,7.99,StrategyWarTacticalRTSHistoricalReal Time TacticsCo-opSingleplayerActionMultiplayerMilitaryCold WarFPS,https://store.steampowered.com/app/63940/Men_of_War_Vietnam/?snr=1_7_7_230_150_338
Notch - The Innocent LunA: Eclipsed SinnerS,"Single-player,Steam Cloud",517 85,"Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ,49,2012,9.99,HorrorPhilosophicalPsychological HorrorGreat SoundtrackMysteryStory RichAnimeDarkVisual NovelPsychologicalGoreAtmosphericSurrealLore-RichClassicThrillerNudityDetectiveChoices MatterMultiple Endings,https://store.steampowered.com/app/325120/Notch__The_Innocent_LunA_Eclipsed_SinnerS/?snr=1_7_7_230_150_338
Zup! 2,Single-player,5265 95,Quiet River,Quiet River,340,2016,0.99,IndieCasualPuzzleSingleplayerPhysicsMinimalist2DRelaxingShortGreat SoundtrackFast-PacedCuteShooter,https://store.steampowered.com/app/562220/Zup_2/?snr=1_7_7_230_150_338
ReCore: Definitive Edition,"Single-player,Captions available,Steam Cloud",514 62,"Armature Studio, Comcept",Xbox Game Studios,257,2018,19.99,AdventureActionFemale ProtagonistThird-Person Shooter3D PlatformerSingleplayerPlatformerThird PersonOpen WorldRobotsMetroidvaniaPost-apocalyptic,https://store.steampowered.com/app/537450/ReCore_Definitive_Edition/?snr=1_7_7_230_150_339
Gachi Heroes,Single-player,762 95,Lohsoft,Lohsoft,299,2018,0.99,MemesComedyFunnyLGBTQSexual ContentNudityIndieCasualColorfulExperimentalFast-PacedClickerIdlerRPGRelaxing2DSimulationScore AttackAdventureSingleplayer,https://store.steampowered.com/app/944220/Gachi_Heroes/?snr=1_7_7_230_150_339
Force of Nature,Single-player,3000 74,A.Y.std,A.Y.std,348,2016,7.99,Open World Survival CraftSurvivalCraftingOpen WorldSandboxBuildingSimulationAdventureExplorationMultiplayerRPGActionIndieBase BuildingStrategyManagementSingleplayerThird PersonCo-opFantasy,https://store.steampowered.com/app/568570/Force_of_Nature/?snr=1_7_7_230_150_340
Tormentum - Dark Sorrow,"Single-player,Steam Cloud",1981 93,OhNoo Studio,OhNoo Studio,63,2015,11.99,Point & ClickDark FantasyAdventureDarkPuzzleIndieAtmosphericHorrorGreat Soundtrack2DCasualFantasyStory RichGoreChoices MatterSingleplayerGothicPsychedelicDesign & IllustrationClassic,https://store.steampowered.com/app/335000/Tormentum__Dark_Sorrow/?snr=1_7_7_230_150_340
Swarmlake,"Single-player,Steam Cloud,Steam Leaderboards",1190 96,Dominique Grieshofer,Dominique Grieshofer,71,2018,Check store page,FPSArena ShooterRetroBullet HellFirst-PersonGreat SoundtrackAtmosphericCasualShooterShoot 'Em UpArcadeActionColorfulDifficultScore AttackSingleplayerReplay ValueFast-PacedFamily Friendly,https://store.steampowered.com/app/793350/Swarmlake/?snr=1_7_7_230_150_340
I wanna be the Creator,"Single-player,Shared/Split Screen PvP,Includes level editor",680 97,Aikesi,HeyBox Interactive,319,2019,5.99,IndieActionCasualDifficult,https://store.steampowered.com/app/913550/I_wanna_be_the_Creator/?snr=1_7_7_230_150_341
Sinking Simulator,Single-player,1393 85,Wicpar,Pac0master,130,2013,0,Free to PlaySimulationIndieCasualSandboxDestructionPhysics2D,https://store.steampowered.com/app/1164850/Sinking_Simulator/?snr=1_7_7_230_150_341
Act of Aggression - Reboot Edition,"Single-player,Online PvP,Online Co-op,Steam Cloud",1994 62,Eugen Systems,Eugen Systems,245,2015,29.99,StrategyRTSMultiplayerBase BuildingMilitaryWarSingleplayerActionIndieClassicTacticalCo-opReal-TimeReal Time TacticsTanks,https://store.steampowered.com/app/318020/Act_of_Aggression__Reboot_Edition/?snr=1_7_7_230_150_341
Zup! 3,Single-player,4533 89,Quiet River,Quiet River,12,2017,0.99,CasualPuzzleIndieMinimalistRelaxingSingleplayerPhysics2DShortFast-PacedCute,https://store.steampowered.com/app/575640/Zup_3/?snr=1_7_7_230_150_342
The Count Lucanor,"Single-player,Steam Cloud",867 94,Baroque Decay,Another Indie,63,2016,9.99,HorrorExplorationSurvival HorrorStealthManagementAction-AdventureRPG2DTop-DownStory RichSurrealDark HumorFunnyPsychological HorrorChoices MatterMultiple EndingsPuzzleAnimePixel GraphicsColorful,https://store.steampowered.com/app/440880/The_Count_Lucanor/?snr=1_7_7_230_150_343
Zup! 7,Single-player,1412 95,Quiet River,Quiet River,346,2017,0.99,CasualPuzzleIndiePhysicsMinimalistShortRelaxing2DFast-PacedCute,https://store.steampowered.com/app/658560/Zup_7/?snr=1_7_7_230_150_344
Dealer's Life,"Single-player,Steam Cloud,Steam Leaderboards",564 92,Abyte Entertainment,Abyte Entertainment,31,2019,9.99,CasualTradingMemesManagementCapitalismEconomy2DFunnyMultiple EndingsProcedural GenerationSimulationStrategyIndieComedyOld SchoolRetroSingleplayerAddictiveReplay ValueArtificial Intelligence,https://store.steampowered.com/app/982270/Dealers_Life/?snr=1_7_7_230_150_346
Montaro RE,Single-player,725 96,"JCKSLAP, Sherlerk, 我師父的徒兒, Eazie",MBDL,327,2018,0.99,CasualIndieAnimeCuteMemesDog2DRunnerPlatformerFunnyPixel GraphicsGreat SoundtrackSide Scroller,https://store.steampowered.com/app/971680/Montaro_RE/?snr=1_7_7_230_150_347
神舞幻想 Faith of Danschant,"Single-player,Steam Cloud",3134 60,北京九鳳信息科技有限公司,北京网元圣唐娱乐科技有限公司,355,2017,29.99,RPGTurn-BasedSingleplayerFantasyStory RichMartial ArtsAnime,https://store.steampowered.com/app/724970/_Faith_of_Danschant/?snr=1_7_7_230_150_348
Just Cause,Single-player,2754 66,Avalanche Studios,Square Enix,265,2006,6.99,ActionOpen WorldShooterThird PersonSingleplayerAdventureSandboxThird-Person ShooterClassicMultiplayerControllerAtmosphericGreat SoundtrackAction RPG,https://store.steampowered.com/app/6880/Just_Cause/?snr=1_7_7_230_150_348
Dude Simulator,Single-player,982 53,Kiddy,Kiddy,194,2017,4.99,SimulationAdventureFunnyActionIndieOpen WorldSandboxShooterSingleplayerFirst-PersonPhysicsAtmosphericExplorationGoreViolentComedyFightingArcadeReplay ValueRelaxing,https://store.steampowered.com/app/654990/Dude_Simulator/?snr=1_7_7_230_150_349
TOXIKK™,"Single-player,Online PvP,LAN PvP,Online Co-op,LAN Co-op,Steam Workshop,Steam Leaderboards,Includes level editor",5269 76,Reakktor Studios,Reakktor Studios,254,2016,0,FPSActionFree to PlayMultiplayerArena ShooterShooterIndieFirst-PersonFast-PacedSingleplayerCompetitiveSci-fiClassicOpen WorldCo-opMassively MultiplayerParkourPvPStrategyEarly Access,https://store.steampowered.com/app/324810/TOXIKK/?snr=1_7_7_230_150_349
Crash Wheels,Single-player,650 85,Quiet River,Quiet River,354,2018,4.99,RacingIndieDestructionArcadeSingleplayerFast-PacedDifficultMultiplayer,https://store.steampowered.com/app/514920/Crash_Wheels/?snr=1_7_7_230_150_349
Dragonia,"Single-player,Steam Cloud",5206 85,Blue Studio,Paradise Project,149,2017,1.99,Sexual ContentNudityMatureAnimeBullet HellShooterFemale ProtagonistRPGActionShoot 'Em UpSingleplayerStory Rich2DHentaiGoreThird-Person ShooterPsychological HorrorCuteFPSHorror,https://store.steampowered.com/app/635730/Dragonia/?snr=1_7_7_230_150_349
Empires Apart,"Single-player,Online PvP,Online Co-op,Steam Leaderboards",1719 67,DESTINYbit,Slitherine Ltd.,88,2018,0,StrategyRTSFree to PlayReal Time TacticsMultiplayerTacticalHistoricalReal-TimeWarCo-opSingleplayerMedievalReplay ValueGreat Soundtrack,https://store.steampowered.com/app/530630/Empires_Apart/?snr=1_7_7_230_150_350
DreadOut: Keepers of The Dark,"Single-player,Steam Cloud",567 80,Digital Happiness,Digital Happiness,84,2016,6.99,IndieAdventureHorrorSurvival HorrorFemale ProtagonistThird PersonNudityPsychological Horror,https://store.steampowered.com/app/418950/DreadOut_Keepers_of_The_Dark/?snr=1_7_7_230_150_350
No Time To Explain Remastered,"Single-player,Shared/Split Screen PvP,Steam Workshop,Steam Cloud,Includes level editor",1074 83,tinyBuild,tinyBuild,198,2015,14.99,IndieActionAdventureCasualPlatformerComedyFunny2DDifficultTime TravelMultiplayerGreat SoundtrackRemakeSingleplayerLocal Co-OpLocal MultiplayerGoreMemes,https://store.steampowered.com/app/368730/No_Time_To_Explain_Remastered/?snr=1_7_7_230_150_351
Tiny Snow,"Single-player,Steam Cloud",1829 95,#workshop,NVLMaker,58,2019,Check store page,Visual NovelIndieAdventureCasualAnimeMultiple EndingsDramaSexual ContentCute,https://store.steampowered.com/app/1002560/Tiny_Snow/?snr=1_7_7_230_150_351
HEADLINER,"Single-player,Captions available",645 76,Unbound Creations,Unbound Creations,276,2017,Check store page,IndieAdventureChoices MatterMultiple EndingsPolitical SimPoliticalDystopian Story RichPoliticsShortReplay Value2DSingleplayerSimulationDarkCasualFemale ProtagonistViolentPuzzlePixel Graphics,https://store.steampowered.com/app/680980/HEADLINER/?snr=1_7_7_230_150_351
Worms World Party Remastered,"Single-player,Steam Cloud,Steam Leaderboards",767 53,Team17 Digital Ltd,Team17 Digital Ltd,197,2015,14.99,StrategyActionMultiplayerIndieTurn-BasedClassicFunnyLocal Multiplayer2DRemake,https://store.steampowered.com/app/270910/Worms_World_Party_Remastered/?snr=1_7_7_230_150_351
Reign Of Kings,"Online PvP,LAN PvP,Online Co-op,LAN Co-op",11793 57,Code}{atch,Code}{atch,349,2015,Check store page,Open World Survival CraftSurvivalOpen WorldMedievalMultiplayerCraftingBuildingPvPSandboxAdventureActionRPGOnline Co-OpGoreRealisticSimulationCo-opEarly AccessIndieDark Fantasy,https://store.steampowered.com/app/344760/Reign_Of_Kings/?snr=1_7_7_230_150_351
Whispering Willows,"Single-player,Captions available",714 80,Night Light Interactive,Akupara Games,190,2014,9.99,Story RichAtmosphericGreat SoundtrackAdventureIndieFemale ProtagonistSingleplayerHorrorMysteryExplorationPuzzleAnimeSupernaturalPoint & ClickDramaSide ScrollerCartoon2DLore-RichCasual,https://store.steampowered.com/app/288060/Whispering_Willows/?snr=1_7_7_230_150_353
12 is Better Than 6,"Single-player,Steam Leaderboards",2526 83,Ink Stains Games,HypeTrain Digital,324,2015,9.99,ActionShooterWesternTop-Down ShooterSingleplayerIndieHand-drawnAtmospheric2DAdventureViolentGoreDifficultBloodGreat SoundtrackArcadeStylizedDark HumorFunnyTop-Down,https://store.steampowered.com/app/410110/12_is_Better_Than_6/?snr=1_7_7_230_150_353
Gear Up,"Cross-Platform Multiplayer,Steam Cloud,Steam Leaderboards",8648 74,Doctor Entertainment AB,Doctor Entertainment AB,28,2015,0,Free to PlayMultiplayerRobotsActionShooterTanksBuildingPvPThird PersonWarMassively MultiplayerSandboxIndieStrategyOpen WorldFunnySimulationFPSAdventureSingleplayer,https://store.steampowered.com/app/214420/Gear_Up/?snr=1_7_7_230_150_354
Euro Truck Simulator,Single-player,4631 80,SCS Software,SCS Software,219,2008,4.99,SimulationAutomobile SimDrivingOpen WorldSingleplayerMultiplayerRealisticIndieFirst-PersonRelaxingTrackIRModdableAdventureThird PersonManagementExplorationSandboxAtmosphericActionOnline Co-Op,https://store.steampowered.com/app/232010/Euro_Truck_Simulator/?snr=1_7_7_230_150_355
Age of Conquest IV,"Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op,Cross-Platform Multiplayer,In-App Purchases,Steam Cloud,Stats,Includes level editor",2015 80,Noble Master LLC,Noble Master LLC,96,2016,0,Free to PlayStrategyTurn-Based StrategyIndieWarMultiplayerGrand StrategySingleplayer2DBoard GameTurn-BasedHistoricalSurvivalMedievalCo-opMassively MultiplayerSandboxRTSHorrorOpen World,https://store.steampowered.com/app/314970/Age_of_Conquest_IV/?snr=1_7_7_230_150_355
Simply Chess,"Single-player,Cross-Platform Multiplayer,Steam Cloud,Stats,Steam Leaderboards",2490 76,BlueLine Games,BlueLine Games,254,2015,0,ChessBoard GameMultiplayerStrategyFree to PlayCasualSingleplayerIndieTurn-Based StrategyFamily FriendlyGreat SoundtrackTabletopTurn-BasedClassic,https://store.steampowered.com/app/312280/Simply_Chess/?snr=1_7_7_230_150_358
New Frontier,"MMO,Online PvP,Online Co-op,In-App Purchases",3021 48,Free Reign Entertainment,Free Reign Entertainment,361,2019,0,Free to PlaySurvivalMultiplayerOpen WorldWesternMassively MultiplayerRPGIndieBase BuildingViolentGoreSingleplayerCraftingPvPBuildingActionFPSShooterEarly AccessThird-Person Shooter,https://store.steampowered.com/app/1104640/New_Frontier/?snr=1_7_7_230_150_358
Kandidatos,"Single-player,LAN PvP,Shared/Split Screen PvP",657 92,Gabriel Nunes,Shaikonina Games,245,2020,0.9,FightingPolitical3D FighterComedyMartial ArtsSatireFunnyDark ComedyDark HumorPvP2D FighterSpectacle fighterBoxingMultiplayerSingleplayerLocal MultiplayerMemesAction3DIndie,https://store.steampowered.com/app/1395560/Kandidatos/?snr=1_7_7_230_150_359
Draugen,"Single-player,Steam Cloud",1072 76,Red Thread Games,Red Thread Games,149,2019,19.99,AdventureIndieMysteryAtmosphericStory RichFirst-PersonSingleplayerGreat SoundtrackPuzzleWalking SimulatorDetectiveFemale ProtagonistShortPoint & ClickClassicPsychological HorrorBeautifulHorrorCinematicHistorical,https://store.steampowered.com/app/770390/Draugen/?snr=1_7_7_230_150_360
Assassin’s Creed® Chronicles: China,Single-player,2460 73,Climax Studios,Ubisoft Entertainment,111,2015,2.99,AssassinStealthActionFemale Protagonist2.5DParkourAdventureSide ScrollerPlatformerSingleplayerHistorical2DOpen World,https://store.steampowered.com/app/354380/Assassins_Creed_Chronicles_China/?snr=1_7_7_230_150_360
NALOGI,"Single-player,Steam Cloud",1113 81,CUTE ANIME GIRLS,Tranquility games,76,2018,1.99,Sexual ContentAnimeNudityIndieCasualAdventureRPGStrategyRPGMakerMemesVisual NovelPsychological HorrorSingleplayerFemale ProtagonistMatureJRPGHentaiStory RichLGBTQCute,https://store.steampowered.com/app/810670/NALOGI/?snr=1_7_7_230_150_360
Hell Girls,"Single-player,Steam Cloud",3285 88,Athena Works,Athena Works,12,2017,1.99,Sexual ContentAnimeNudityMatch 3MaturePuzzleRPGIndieStrategyAdventureFemale ProtagonistCasualNSFWMemesSingleplayerHentaiCutePsychological Horror,https://store.steampowered.com/app/575550/Hell_Girls/?snr=1_7_7_230_150_362
OMON Simulator,Single-player,1090 73,"Ukrainian Bears, Hideo Milos",United Nations,291,2019,0.99,ActionSimulationNudityIndieAdventureRPGStrategyMassively MultiplayerViolentStory RichPoliticalPoliticsMemesComedyOpen WorldGreat SoundtrackRacingFunnyAtmosphericRelaxing,https://store.steampowered.com/app/1140440/OMON_Simulator/?snr=1_7_7_230_150_362
Costume Quest,"Single-player,Steam Cloud",1918 94,Double Fine Productions,Double Fine Productions,287,2011,9.99,RPGAdventureComedyCasualSingleplayerFamily FriendlyTurn-BasedCuteIndieFunnyShortTurn-Based StrategyFemale ProtagonistPuzzleTurn-Based CombatCartoonyQuick-Time EventsControllerFantasyJRPG,https://store.steampowered.com/app/115100/Costume_Quest/?snr=1_7_7_230_150_364
Zup! Zero,Single-player,1871 93,Quiet River,Quiet River,96,2017,0.99,IndieCasualPuzzle2DMinimalistPhysicsRelaxingSingleplayerShortCuteFast-Paced,https://store.steampowered.com/app/610360/Zup_Zero/?snr=1_7_7_230_150_365
Zup! 6,Single-player,1627 94,Quiet River,Quiet River,262,2017,0.99,IndieCasualPuzzleShortMinimalistPhysicsRelaxing2DSingleplayerFast-PacedCute,https://store.steampowered.com/app/566160/Zup_6/?snr=1_7_7_230_150_365
Phoning Home,"Single-player,Steam Cloud",678 70,ION LANDS,ION LANDS,38,2017,9.99,AdventureActionIndieSurvivalOpen World Survival CraftOpen WorldExplorationCraftingRobotsSci-fiAtmosphericSingleplayerNatureStory RichThird PersonMysteryPuzzleGreat SoundtrackFuturisticSilent Protagonist,https://store.steampowered.com/app/431650/Phoning_Home/?snr=1_7_7_230_150_366
Dead State: Reanimated,Single-player,1729 74,DoubleBear Productions,DoubleBear Productions,338,2014,Check store page,ZombiesSurvivalRPGTurn-BasedStrategyPost-apocalypticSingleplayerIndieTurn-Based StrategyKickstarterHorrorTurn-Based CombatEarly AccessOpen WorldSandboxTacticalSimulationSurvival HorrorIsometricAction,https://store.steampowered.com/app/239840/Dead_State_Reanimated/?snr=1_7_7_230_150_366
Holy Potatoes! A Weapon Shop?!,"Single-player,Steam Cloud",922 72,Daylight Studios,Daedalic Entertainment,194,2015,1.49,SimulationIndieManagementCasualCraftingFunnySingleplayerRPG,https://store.steampowered.com/app/363600/Holy_Potatoes_A_Weapon_Shop/?snr=1_7_7_230_150_367
McOsu,"Single-player,Steam Workshop",2353 89,McKay,McKay,79,2017,0,RhythmIndieFree to PlayAnimeMusicVRDifficultGreat SoundtrackMultiplayerSingleplayer,https://store.steampowered.com/app/607260/McOsu/?snr=1_7_7_230_150_369
Ballistic Overkill,"Online PvP,Cross-Platform Multiplayer,Steam Cloud",5784 75,Aquiris Game Studio,Aquiris Game Studio,87,2017,1.99,FPSShooterActionMultiplayerFirst-PersonCasualEarly AccessIndiePvPMassively MultiplayerFast-PacedFree to PlayFunnyClass-BasedAtmosphericAdventureOnline Co-OpStrategySingleplayerThird Person,https://store.steampowered.com/app/296300/Ballistic_Overkill/?snr=1_7_7_230_150_370
노베나 디아볼로스,Single-player,815 93,H5DEV Games,H5DEV Games,117,2020,18.99,SimulationAdventureIndieVisual NovelDetectiveMysteryThrillerAnimePuzzleSingleplayerDramaAtmosphericExplorationStory RichDarkSurrealGreat SoundtrackSurvivalHorrorDating Sim,https://store.steampowered.com/app/1210030/_/?snr=1_7_7_230_150_370
BLOCKPOST,"Online PvP,In-App Purchases",12066 74,Skullcap Studios,Skullcap Studios,115,2019,0,Free to PlayFPSMultiplayerActionPixel GraphicsShooterFirst-PersonIndieMassively MultiplayerBuildingEarly AccessCo-opFunnyOnline Co-OpZombiesSurvivalGoreFast-PacedSingleplayerSimulation,https://store.steampowered.com/app/706990/BLOCKPOST/?snr=1_7_7_230_150_371
英雄群侠传II,Single-player,977 92,熊窝dodox,熊窝dodox,196,2019,19.99,AdventureIndieRPGStrategy,https://store.steampowered.com/app/1115640/II/?snr=1_7_7_230_150_371
Bot Vice,"Single-player,Steam Cloud,Steam Leaderboards",954 95,DYA Games,DYA Games,193,2016,9.99,Top-Down ShooterBullet HellShoot 'Em UpDifficultAction-AdventureShooterArcadeFemale Protagonist2DThird PersonTop-DownCuteFunnyCyberpunkPost-apocalypticScore AttackAnimeParody Pixel GraphicsLinear,https://store.steampowered.com/app/491040/Bot_Vice/?snr=1_7_7_230_150_372
Geometry Arena,"Single-player,Steam Cloud,Stats",535 97,011 Games,011 Games,99,2020,Check store page,RogueliteBullet HellMinimalistRoguelikeReplay ValueCasualAction RoguelikeArena Shooter2DRelaxingPvEShooterFunnyStylizedPhysicsSingleplayerEarly AccessAbstractStrategyAction,https://store.steampowered.com/app/1255650/Geometry_Arena/?snr=1_7_7_230_150_372
The Way,Single-player,613 84,Puzzling Dream,PlayWay S.A.,141,2016,14.99,AdventureIndieActionPixel GraphicsPlatformerPuzzle Platformer2DSci-fiRetroSingleplayerSide ScrollerAtmosphericStory RichFamily FriendlyPuzzleRelaxing,https://store.steampowered.com/app/311010/The_Way/?snr=1_7_7_230_150_372
Alan Wake's American Nightmare,Single-player,4206 69,Remedy Entertainment,Remedy Entertainment,143,2012,8.99,ActionAdventureHorrorThird PersonSingleplayerThird-Person ShooterThrillerPsychological HorrorMysteryArcadeAtmosphericShooterSurvival HorrorCinematicDetectiveStory RichSupernaturalSurvivalControllerShort,https://store.steampowered.com/app/202750/Alan_Wakes_American_Nightmare/?snr=1_7_7_230_150_372
Block Story™,Single-player,604 74,MindBlocks Studio,MindBlocks Studio,344,2015,2.99,RPGAdventureOpen World Survival CraftSandboxActionIndieCraftingOpen WorldDragonsSurvivalVoxelBuildingPixel GraphicsMultiplayerFirst-PersonFantasy,https://store.steampowered.com/app/270110/Block_Story/?snr=1_7_7_230_150_373
Ghost 1.0,"Single-player,Steam Cloud",1536 92,@unepic_fran,@unepic_fran,159,2016,12.99,IndieMetroidvaniaActionRoguevaniaAdventureFemale ProtagonistCyberpunkPlatformer2DSci-fiSingleplayerSide ScrollerRobotsAnimeRoguelikeComedy,https://store.steampowered.com/app/463270/Ghost_10/?snr=1_7_7_230_150_373
Zup! 5,Single-player,2024 92,Quiet River,Quiet River,164,2017,0.99,CasualIndiePuzzle2DSingleplayerMinimalistRelaxingPhysicsShortFast-PacedCute,https://store.steampowered.com/app/645090/Zup_5/?snr=1_7_7_230_150_375
Blood Code,"Single-player,Steam Cloud",1631 72,"ZiX Solutions, Weixi Games",ZiX Solutions,362,2015,9.99,OtomeVisual NovelAnimeFemale ProtagonistSimulationDating SimAdventureCasualIndieStrategyCuteRomanceRPGNudity,https://store.steampowered.com/app/386480/Blood_Code/?snr=1_7_7_230_150_376
Knock-knock,Single-player,1056 89,Ice-Pick Lodge,Ice-Pick Lodge,277,2013,9.99,HorrorIndieAtmosphericSurreal2DPsychological HorrorDarkSingleplayerAdventureKickstarterSurvival HorrorCrowdfundedGreat SoundtrackDifficultPlatformerStory RichSurvival,https://store.steampowered.com/app/250380/Knockknock/?snr=1_7_7_230_150_376
The Bureau: XCOM Declassified,"Single-player,Steam Cloud",4205 66,2K Marin,2K,231,2013,19.99,ActionSci-fiTacticalThird-Person ShooterSingleplayerThird PersonAliensStrategyShooterRPGAtmosphericAdventureCold WarStory RichMultiplayerOpen WorldNoirStealthCo-opRetro,https://store.steampowered.com/app/65930/The_Bureau_XCOM_Declassified/?snr=1_7_7_230_150_376
Rise of Insanity,"Single-player,Steam Cloud",571 78,Red Limb Studio,Red Limb Studio,60,2018,9.99,IndieAdventureHorrorSimulationPsychological HorrorWalking SimulatorPuzzleAtmosphericSurvival HorrorSingleplayerDarkExplorationMatureDramaPsychedelicGreat SoundtrackStory RichSurrealBeautifulFirst-Person,https://store.steampowered.com/app/629220/Rise_of_Insanity/?snr=1_7_7_230_150_377
Home Behind,"Single-player,Steam Cloud",3823 85,TPP Studio,TPP Studio,154,2016,5.99,AdventureRPGIndieSurvivalCasualSimulationStrategySingleplayerBuildingSide ScrollerRogueliteRoguelike2DTurn-Based TacticsMouse onlyDifficultThird PersonAtmosphericReplay ValuePolitics,https://store.steampowered.com/app/467960/Home_Behind/?snr=1_7_7_230_150_379
古剑奇谭(GuJian),"Single-player,Steam Cloud",2654 79,上海烛龙信息科技有限公司,北京网元圣唐娱乐科技有限公司,191,2010,11.99,RPGStory RichTurn-BasedGreat SoundtrackMartial ArtsAnime,https://store.steampowered.com/app/570780/GuJian/?snr=1_7_7_230_150_379
Zup!,Single-player,6831 94,Quiet River,Quiet River,278,2016,0.99,PuzzleCasualPhysicsIndieRelaxingMinimalistShort2DSingleplayerFast-PacedCutePsychological Horror,https://store.steampowered.com/app/533300/Zup/?snr=1_7_7_230_150_379
Rock 'N' Roll Defense,"Single-player,Steam Cloud",1131 85,NukGames,NukGames,223,2016,0.99,Tower DefenseStrategyCasualActionAdventureGreat SoundtrackIndieMusic2DRetroSingleplayerDifficultReplay Value1980sSoundtrackTouch-FriendlyOld SchoolTacticalComedyGameMaker,https://store.steampowered.com/app/438480/Rock_N_Roll_Defense/?snr=1_7_7_230_150_380
Lurk in the Dark : Prologue,Single-player,1080 89,IDEA FRUITION,IDEA FRUITION,312,2019,0,HorrorFree to PlayIndieActionMultiplayerFirst-PersonSingleplayerMysteryDarkStory RichNudityCo-op,https://store.steampowered.com/app/1094030/Lurk_in_the_Dark__Prologue/?snr=1_7_7_230_150_380
Blood Omen 2: Legacy of Kain,Single-player,573 67,,,88,2002,6.99,ActionVampireDark FantasyAdventureClassicThird PersonSingleplayerFantasyStory RichAtmosphericGothicViolentStealthHorrorGore,https://store.steampowered.com/app/242960/Blood_Omen_2_Legacy_of_Kain/?snr=1_7_7_230_150_380
Valakas Story,Single-player,640 83,Narko Games, Narko Games,337,2019,3.99,ActionAdventureCasualViolentAtmosphericComedyGoreDifficultHorrorMemesStory RichSouls-likeIndie,https://store.steampowered.com/app/1171310/Valakas_Story/?snr=1_7_7_230_150_381
Bus Driver,Single-player,1233 77,SCS Software,SCS Software,81,2007,7.99,SimulationAutomobile SimIndieDrivingSingleplayerOpen WorldCasual,https://store.steampowered.com/app/302080/Bus_Driver/?snr=1_7_7_230_150_381
Zup! XS,Single-player,627 86,Quiet River,Quiet River,107,2019,0.99,CasualIndiePuzzleRelaxingPhysicsSingleplayer2DMinimalistShortCuteFast-Paced,https://store.steampowered.com/app/673800/Zup_XS/?snr=1_7_7_230_150_382
Planet Nomads,"Single-player,Steam Workshop,Steam Cloud",1473 68,Craneballs,Craneballs,123,2019,19.99,Sci-fiProcedural GenerationPhysicsDrivingOpen World Survival CraftIndieVoxelSandboxSurvivalDestructionSingleplayerAutomationAliensMultiple EndingsGrand StrategyRealistic3DFlightCraftingSimulation,https://store.steampowered.com/app/504050/Planet_Nomads/?snr=1_7_7_230_150_383
The Silent Age,"Single-player,Steam Cloud",4849 92,House On Fire,Meridian4,149,2015,Check store page,AdventurePoint & ClickStory RichPuzzleAtmosphericIndie2DTime TravelSingleplayerGreat SoundtrackCasualSci-fiShortComedyPost-apocalypticRetroCult ClassicClassicThird PersonSurvival,https://store.steampowered.com/app/352520/The_Silent_Age/?snr=1_7_7_230_150_384
Epiphyllum in Love,"Single-player,Steam Cloud",669 98,#workshop,NVLMaker,76,2020,Check store page,CasualIndieAdventureVisual NovelSexual ContentAnimeDating SimWord Game,https://store.steampowered.com/app/1161870/Epiphyllum_in_Love/?snr=1_7_7_230_150_384
Great Hero's Beard,Single-player,863 85,OneShark,SakuraGame,290,2018,1.99,CasualRPGAdventureIndieClicker,https://store.steampowered.com/app/935270/Great_Heros_Beard/?snr=1_7_7_230_150_386
Paunch,"Online PvP,Stats,Steam Leaderboards",5246 86,Kozhakov,Kozhakov,338,2019,0,Psychological HorrorSexual ContentMultiplayerFree to PlayNudityFunnyFightingRealisticPvPActionPhysicsSportsMassively MultiplayerHentaiIndieReplay ValueThird PersonSimulationRPGProcedural Generation,https://store.steampowered.com/app/792220/Paunch/?snr=1_7_7_230_150_386
Hero of the Kingdom,"Single-player,Captions available,Steam Cloud",2722 93,Lonely Troops,Lonely Troops,355,2012,Check store page,CasualAdventureIndiePoint & ClickRPGSingleplayerHidden ObjectFantasyResource ManagementShortIsometricStrategyClickerStory RichMedievalColorfulPuzzle,https://store.steampowered.com/app/259550/Hero_of_the_Kingdom/?snr=1_7_7_230_150_388
汉匈决战/Han Xiongnu Wars,"Single-player,Online PvP,LAN PvP,Shared/Split Screen PvP,Online Co-op",1463 61,Shangshixuan,Shangshixuan,340,2017,9.99,RPGStrategyActionAdventureHistoricalIndieCasualSandboxOpen World,https://store.steampowered.com/app/688470/Han_Xiongnu_Wars/?snr=1_7_7_230_150_389
SCRAM,Online PvP,6251 80,,,8,2019,0,Free to PlayMultiplayerFunnyFPSZombiesMemesFirst-PersonShooterActionDark HumorMassively MultiplayerSexual ContentIndieCasualStrategyNudityEarly AccessAdventureShoot 'Em UpSimulation,https://store.steampowered.com/app/773920/SCRAM/?snr=1_7_7_230_150_391
Shank,"Single-player,Steam Cloud",1548 90,Klei Entertainment,Klei Entertainment,298,2010,9.99,ActionIndieBeat 'em up2DSide ScrollerLocal Co-OpPlatformerGoreSingleplayerShortCo-opControllerAdventureHack and SlashOld SchoolMultiplayerLocal MultiplayerViolent,https://store.steampowered.com/app/6120/Shank/?snr=1_7_7_230_150_394
