name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
Crash Bandicoot™ N. Sane Trilogy,"Single-player,Steam Cloud",5905 93,"Vicarious Visions, Iron Galaxy",Activision,180,2018,39.99,3D PlatformerRemakeClassicPlatformerSingleplayerDifficultGreat SoundtrackAdventureActionFunnyCartoonyColorfulFamily FriendlyControllerRetroComedy1990'sSouls-likeFemale ProtagonistThird Person,https://store.steampowered.com/app/731490/Crash_Bandicoot_N_Sane_Trilogy/?snr=1_7_7_230_150_13
Rivals of Aether,"Single-player,Online PvP,Shared/Split Screen PvP,Shared/Split Screen Co-op,Steam Cloud,Stats,Steam Leaderboards",12985 94,Dan Fornace,Dan Fornace,87,2017,29.99,Fighting2D FighterMultiplayerPixel GraphicsIndieLocal MultiplayerCompetitiveGreat Soundtrack2DPlatformer4 Player LocalActionArcadeControllerGames WorkshopSingleplayerBeat 'em upEarly AccessRetroGameMaker,https://store.steampowered.com/app/383980/Rivals_of_Aether/?snr=1_7_7_230_150_13
The Isle,"MMO,Online PvP",25623 80,Afterthought LLC,Afterthought LLC,335,2015,19.99,DinosaursSurvivalOpen WorldMultiplayerSimulationHuntingMassively MultiplayerAdventureEarly AccessRealisticActionThird PersonCo-opSandboxIndieWalking SimulatorTeam-BasedStrategyRPGHorror,https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_230_150_13
Far Cry® 5,"Single-player,Online Co-op,Captions available,In-App Purchases,Includes level editor",67279 76,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,85,2018,59.99,Open WorldActionFPSCo-opMultiplayerAdventureShooterFirst-PersonSingleplayerSurvivalStory RichAmericaStealthHuntingExplorationAtmosphericCharacter CustomizationGreat SoundtrackSexual ContentNudity,https://store.steampowered.com/app/552520/Far_Cry_5/?snr=1_7_7_230_150_13
FINAL FANTASY XV WINDOWS EDITION,"Single-player,Online PvP,Online Co-op,Steam Cloud",22707 80,Square Enix,Square Enix,65,2018,Check store page,RPGOpen WorldJRPGFantasyGreat SoundtrackStory RichAdventureSingleplayerActionMultiplayerAction RPGThird PersonAnimeHack and SlashFishingAtmosphericOnline Co-OpCo-opFirst-PersonViolent,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION/?snr=1_7_7_230_150_14
Eco,"Single-player,Online Co-op,LAN Co-op",4060 79,Strange Loop Games,Strange Loop Games,37,2018,29.99,Open World Survival CraftSurvivalMultiplayerBuildingOpen WorldCraftingSimulationSandboxAdventureCo-opIndieEconomyExplorationEarly AccessBase BuildingOnline Co-OpRealisticEducationSingleplayerFirst-Person,https://store.steampowered.com/app/382310/Eco/?snr=1_7_7_230_150_14
Danganronpa V3: Killing Harmony,"Single-player,Steam Cloud",7639 85,Spike Chunsoft Co.,Spike Chunsoft Co.,268,2017,39.99,Story RichDetectiveVisual NovelAnimeMysteryFemale ProtagonistGreat SoundtrackSingleplayerPsychological HorrorAdventureDark HumorHorrorDark ComedyPuzzleAtmosphericDarkMemesFunnyComedyDating Sim,https://store.steampowered.com/app/567640/Danganronpa_V3_Killing_Harmony/?snr=1_7_7_230_150_14
Poly Bridge 2,"Single-player,Steam Cloud,Includes level editor",1702 96,Dry Cactus,Dry Cactus,149,2020,14.99,BuildingPuzzleSimulationCraftingPhysicsDifficultSandboxIndieGreat SoundtrackLevel EditorEducationSingleplayerStrategyFamily FriendlyFunnyCartoonyCuteChoices MatterStylizedSequel,https://store.steampowered.com/app/1062160/Poly_Bridge_2/?snr=1_7_7_230_150_14
Noita,"Single-player,Steam Workshop,Steam Cloud",14913 95,Nolla Games,Nolla Games,289,2020,15.99,Action Roguelike2D PlatformerDungeon CrawlerSandboxOpen WorldRoguelitePerma DeathAction RPGDifficultRoguelikeAction-Adventure2DFunnyProcedural GenerationChoices MatterGun CustomizationPhysicsActionIndieCrafting,https://store.steampowered.com/app/881100/Noita/?snr=1_7_7_230_150_14
Shadowverse CCG,"Single-player,Online PvP,Cross-Platform Multiplayer,In-App Purchases",10650 74,Cygames,Cygames,301,2016,0,Card BattlerFree to PlayTrading Card GameDeckbuildingCard GameAnimeStrategyMultiplayerFantasyTurn-BasedSexual ContentNudityCompetitiveSingleplayerPvPCasualCuteAdventureJRPGMMORPG,https://store.steampowered.com/app/453480/Shadowverse_CCG/?snr=1_7_7_230_150_14
Metro: Last Light Redux,"Single-player,Steam Cloud",33381 85,4A Games,Deep Silver,237,2014,19.99,Post-apocalypticFPSAtmosphericActionStory RichHorrorFirst-PersonSingleplayerShooterStealthSurvivalBased On A NovelAdventureSurvival HorrorRemakeNuditySci-fiDifficultMultiplayerOpen World,https://store.steampowered.com/app/287390/Metro_Last_Light_Redux/?snr=1_7_7_230_150_14
The Jackbox Party Pack 4,"Shared/Split Screen PvP,Shared/Split Screen Co-op,Steam Cloud",918 92,Jackbox Games,Jackbox Games,291,2017,Check store page,CasualTriviaIndieLocal MultiplayerStrategyFunnyMultiplayerBoard GameParty GamePartyComedyCo-opFamily FriendlyPsychological Horror,https://store.steampowered.com/app/610180/The_Jackbox_Party_Pack_4/?snr=1_7_7_230_150_14
BATTLETECH,"Single-player,Online PvP,Cross-Platform Multiplayer,Steam Cloud",13544 80,Harebrained Schemes,Paradox Interactive,114,2018,39.99,MechsStrategyTurn-BasedTurn-Based TacticsSci-fiTurn-Based StrategyTacticalActionRobotsAdventureSingleplayerRPGSpaceMultiplayerFuturisticCharacter CustomizationManagementStory RichGreat SoundtrackDifficult,https://store.steampowered.com/app/637090/BATTLETECH/?snr=1_7_7_230_150_14
Dragon Age™ Inquisition,"Single-player,Online Co-op",1316 70,BioWare,Electronic Arts,322,2014,Check store page,RPGOpen WorldActionFantasySingleplayerStrategyStory RichChoices MatterFemale ProtagonistAdventureCharacter CustomizationSexual ContentGreat SoundtrackThird PersonDragonsAction RPGAtmosphericCRPGNudityCombat,https://store.steampowered.com/app/1222690/Dragon_Age_Inquisition/?snr=1_7_7_230_150_14
ONE PIECE: PIRATE WARRIORS 4,"Single-player,Online PvP,In-App Purchases,Steam Cloud",3350 89,Koei Tecmo,BANDAI NAMCO Entertainment,86,2020,59.99,ActionAnimeHack and SlashCo-opOnline Co-OpBeat 'em upFightingMultiplayerLocal Co-OpPiratesNuditySingleplayerControllerSplit Screen,https://store.steampowered.com/app/1089090/ONE_PIECE_PIRATE_WARRIORS_4/?snr=1_7_7_230_150_14
Foundation,"Single-player,Steam Cloud",5748 84,Polymorph Games,Polymorph Games,32,2019,29.99,City BuilderStrategySimulationMedievalIndieManagementEconomyBuildingEarly AccessResource ManagementSingleplayerSandboxOpen WorldBase BuildingSurvivalChoices MatterColony SimRTSAtmosphericSexual Content,https://store.steampowered.com/app/690830/Foundation/?snr=1_7_7_230_150_14
TEKKEN 7,"Single-player,Online PvP,Shared/Split Screen PvP,Steam Cloud,Steam Leaderboards",26153 83,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,152,2017,39.99,FightingActionMultiplayerCompetitiveArcadeLocal MultiplayerSportsGreat SoundtrackControllerSingleplayereSportsCharacter CustomizationDifficultAnime3D FighterStory RichBeat 'em upNudityThird PersonSexual Content,https://store.steampowered.com/app/389730/TEKKEN_7/?snr=1_7_7_230_150_14
Travellers Rest,Single-player,757 93,Louqou,Metaboli Publishing,210,2020,14.99,Immersive SimLife SimCollectathonFarming SimRPGPixel Graphics2DMedievalIsometricManagementColorfulFantasyBuildingCraftingAdventureInventory ManagementSingleplayerResource ManagementIndieEarly Access,https://store.steampowered.com/app/1139980/Travellers_Rest/?snr=1_7_7_230_150_14
Age of Mythology: Extended Edition,"Single-player,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor",16283 90,"SkyBox Labs, Ensemble Studios",Xbox Game Studios,128,2014,29.99,StrategyMythologyRTSClassicMultiplayerGreat SoundtrackNostalgiaEpicSingleplayerFantasySimulationHistoricalAtmosphericReal-TimeTacticalAdventureStory RichCo-opRemakeAction,https://store.steampowered.com/app/266840/Age_of_Mythology_Extended_Edition/?snr=1_7_7_230_150_14
CarX Drift Racing Online,"Single-player,Online PvP,Online Co-op,Steam Workshop",7880 88,CarX Technologies,CarX Technologies,321,2017,14.99,RacingSportsSimulationAutomobile SimDrivingMassively MultiplayerMultiplayerArcadeOpen WorldSingleplayerEarly AccessLocal Multiplayer,https://store.steampowered.com/app/635260/CarX_Drift_Racing_Online/?snr=1_7_7_230_150_14
Empyrion - Galactic Survival,"Single-player,Online PvP,Online Co-op,LAN Co-op,Steam Workshop",18942 80,Eleon Game Studios,Eleon Game Studios,218,2020,19.99,Open World Survival CraftSurvivalSpaceOpen WorldBuildingMultiplayerSandboxCraftingExplorationSci-fiAdventureCo-opEarly AccessSingleplayerSimulationFirst-PersonStrategyAliensIndieAction,https://store.steampowered.com/app/383120/Empyrion__Galactic_Survival/?snr=1_7_7_230_150_14
"Warhammer 40,000: Gladius - Relics of War","Single-player,Online PvP,LAN PvP,Shared/Split Screen PvP,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud",2539 79,Proxy Studios,Slitherine Ltd.,193,2018,39.99,StrategyWarhammer 40KTurn-Based Strategy4XTurn-BasedSci-fiHex GridTurn-Based TacticsWargameMultiplayerTacticalSingleplayerWarTurn-Based CombatCo-opGrand StrategyReplay ValueGreat SoundtrackMilitaryArtificial Intelligence,https://store.steampowered.com/app/489630/Warhammer_40000_Gladius__Relics_of_War/?snr=1_7_7_230_150_14
Fantasy Grounds,Cross-Platform Multiplayer,860 79,SmiteWorks USA,SmiteWorks USA,129,2014,39.99,RPGSoftwareStrategyOnline Co-OpDungeons & DragonsTurn-BasedTabletopFantasySandboxTactical RPGUtilitiesParty-Based RPG2DStory RichMultiplayerOld SchoolAdventureCo-opStrategy RPGTurn-Based Strategy,https://store.steampowered.com/app/252690/Fantasy_Grounds/?snr=1_7_7_230_150_15
Left 4 Dead,"Single-player,Captions available,Steam Cloud,Stats,Steam Leaderboards",22257 95,Valve,Valve,322,2008,9.99,ZombiesCo-opMultiplayerFPSActionShooterOnline Co-OpHorrorTeam-BasedSurvivalFirst-PersonPost-apocalypticSingleplayerAtmosphericAdventureTacticalModdableCompetitiveReplay ValueFemale Protagonist,https://store.steampowered.com/app/500/Left_4_Dead/?snr=1_7_7_230_150_15
DRAGON BALL XENOVERSE 2,"Single-player,MMO,Online PvP,Shared/Split Screen PvP,Online Co-op,Steam Cloud,Steam Leaderboards",15719 84,"QLOC, DIMPS",BANDAI NAMCO Entertainment,301,2016,49.99,AnimeFightingActionCharacter CustomizationMultiplayerAdventureMassively MultiplayerCo-opSingleplayerRPGOnline Co-OpThird PersonOpen WorldStory RichBeat 'em upMMORPGGreat SoundtrackCasualDragonsModdable,https://store.steampowered.com/app/454650/DRAGON_BALL_XENOVERSE_2/?snr=1_7_7_230_150_15
Football Manager 2020,"Single-player,Steam Workshop,Steam Cloud,Steam Leaderboards",15111 87,Sports Interactive,SEGA,322,2019,Check store page,SimulationSportsManagementSoccerFootballMultiplayerStrategySingleplayer,https://store.steampowered.com/app/1100600/Football_Manager_2020/?snr=1_7_7_230_150_15
STORY OF SEASONS: Friends of Mineral Town,"Single-player,Steam Cloud",1748 95,Marvelous Inc.,XSEED Games,196,2020,49.99,SimulationCasualRPGFarming SimDating SimSingleplayerCuteAnimeRomanceRelaxingFemale ProtagonistLGBTQMultiplayer,https://store.steampowered.com/app/978780/STORY_OF_SEASONS_Friends_of_Mineral_Town/?snr=1_7_7_230_150_15
Hydroneer,"Single-player,Steam Workshop",3173 83,Foulball Hangover,Foulball Hangover,129,2020,9.99,SimulationMiningIndieCasualBuildingAdventureSandboxBase BuildingSingleplayerStrategyOpen WorldResource ManagementCraftingFirst-PersonAutomation,https://store.steampowered.com/app/1106840/Hydroneer/?snr=1_7_7_230_150_15
The Lord of the Rings Online™,MMO,11604 80,Standing Stone Games,Standing Stone Games,158,2012,0,Free to PlayMMORPGMassively MultiplayerFantasyOpen WorldRPGAdventureMultiplayerBased On A NovelExplorationActionCharacter CustomizationStory RichCo-opOnline Co-OpThird PersonSurvivalPvPSingleplayerDark Fantasy,https://store.steampowered.com/app/212500/The_Lord_of_the_Rings_Online/?snr=1_7_7_230_150_15
MapleStory,"Single-player,MMO",7182 68,Nexon,Nexon America Inc.,222,2012,0,Free to PlayMassively MultiplayerRPGMMORPGCasualAnime2DAdventureSide ScrollerPlatformerMultiplayerAction RPGFantasyActionCutePixel GraphicsOpen WorldCo-opGreat SoundtrackHack and Slash,https://store.steampowered.com/app/216150/MapleStory/?snr=1_7_7_230_150_15
Ravenfield,"Single-player,Steam Workshop,Includes level editor",27021 96,SteelRaven7,SteelRaven7,138,2017,14.99,FPSWarSingleplayerShooterActionFirst-PersonMilitaryEarly AccessFunnyTeam-BasedSandboxIndieStrategyPhysicsTacticalSimulationRealisticAtmosphericAdventureModdable,https://store.steampowered.com/app/636480/Ravenfield/?snr=1_7_7_230_150_15
Danganronpa: Trigger Happy Havoc,"Single-player,Steam Cloud",12256 97,"Spike Chunsoft Co., Abstraction Games",Spike Chunsoft Co.,49,2016,19.99,AnimeVisual NovelMysteryDetectiveStory RichGreat SoundtrackSingleplayerPsychological HorrorAdventureHorrorDark ComedyDark HumorPuzzlePoint & ClickFunnyComedyExplorationSurvivalActionMemes,https://store.steampowered.com/app/413410/Danganronpa_Trigger_Happy_Havoc/?snr=1_7_7_230_150_15
"Hot Dogs, Horseshoes & Hand Grenades",Single-player,7641 96,RUST LTD.,RUST LTD.,96,2016,19.99,VRSimulationGun CustomizationSandboxShooterActionFPSEarly AccessIndieFunnyPhysicsRealisticSingleplayerAmericaFirst-PersonDestructionAtmosphericPsychological Horror,https://store.steampowered.com/app/450540/Hot_Dogs_Horseshoes__Hand_Grenades/?snr=1_7_7_230_150_15
SWORD ART ONLINE Alicization Lycoris,"Single-player,Online Co-op,Steam Cloud,Steam Leaderboards",3059 59,AQURIA Co.,BANDAI NAMCO Entertainment,191,2020,59.99,RPGActionAdventureAnimeJRPGMultiplayerOpen WorldMMORPGCharacter CustomizationSexual ContentSingleplayerNudityVisual NovelMassively MultiplayerOnline Co-OpMatureCo-opThird PersonHack and Slash,https://store.steampowered.com/app/1009290/SWORD_ART_ONLINE_Alicization_Lycoris/?snr=1_7_7_230_150_15
DiRT Rally 2.0,"Single-player,Online PvP,Steam Cloud",8867 80,Codemasters,Codemasters,56,2019,39.99,RacingSimulationAutomobile SimSportsDrivingRealisticOffroadMultiplayerVRSingleplayerDifficultFirst-PersonOpen World3D VisionCo-opFamily FriendlyTrackIRAdventureAction,https://store.steampowered.com/app/690790/DiRT_Rally_20/?snr=1_7_7_230_150_15
SUPERHOT VR,Single-player,3957 89,SUPERHOT Team,SUPERHOT Team,145,2017,24.99,ActionIndieVRShooterBullet TimeFPSTime ManipulationFirst-PersonSingleplayerMinimalistDifficultAtmosphericViolentPuzzleCyberpunkMultiplayerHorror,https://store.steampowered.com/app/617830/SUPERHOT_VR/?snr=1_7_7_230_150_15
Root,"Single-player,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer",719 94,Dire Wolf,Dire Wolf,268,2020,14.99,Board GameStrategyTabletopWarWargameCuteIndieSimulationPvPTurn-Based StrategySingleplayerTouch-FriendlyAsynchronous MultiplayerMultiplayerEarly AccessPuzzleCard GameSolitaireTop-DownCartoony,https://store.steampowered.com/app/965580/Root/?snr=1_7_7_230_150_15
UnderMine,"Single-player,Steam Cloud",4307 93,Thorium,Thorium,219,2020,19.99,Action RoguelikeRogueliteDungeon CrawlerPixel GraphicsRPGActionAdventureIndieSingleplayerTop-Down2DFantasyProcedural GenerationEarly AccessFunnyRetroStory RichChoices MatterRoguelikeMining,https://store.steampowered.com/app/656350/UnderMine/?snr=1_7_7_230_150_15
Game of Thrones Winter is Coming,"MMO,Online PvP,Cross-Platform Multiplayer,In-App Purchases",992 58,YOUZU (SINGAPORE) PTE. LTD.,YOUZU (SINGAPORE) PTE. LTD.,318,2019,0,Free to PlayRPGMassively MultiplayerStrategySimulationFantasyOpen WorldRTSRacingStrategy RPGCity Builder3D PlatformerReal Time TacticsGrand StrategyWargameTactical RPG2.5DMedievalThird PersonMilitary,https://store.steampowered.com/app/1105420/Game_of_Thrones_Winter_is_Coming/?snr=1_7_7_230_150_15
Post Scriptum,Online PvP,9525 79,Periscope Games,Offworld Industries,221,2018,29.99,SimulationWorld War IIFPSActionMassively MultiplayerMultiplayerMilitaryStrategyRealisticWarIndieFirst-PersonSingleplayerShooterHistoricalTeam-BasedTacticalCo-opOpen WorldViolent,https://store.steampowered.com/app/736220/Post_Scriptum/?snr=1_7_7_230_150_15
Fishing Planet,"Single-player,MMO,Online PvP,Online Co-op",22930 81,Fishing Planet LLC,Fishing Planet LLC,223,2015,0,FishingFree to PlaySimulationMultiplayerSportsMassively MultiplayerRelaxingRealisticFirst-PersonCo-opOpen WorldSingleplayerEarly AccessOnline Co-OpFamily FriendlyCasualAdventureFPSActionMMORPG,https://store.steampowered.com/app/380600/Fishing_Planet/?snr=1_7_7_230_150_15
Chronicon,"Single-player,Shared/Split Screen Co-op,Steam Cloud,Stats",3759 96,Subworld,Subworld,234,2020,13.99,Action RPGLootHack and SlashRPGDungeon CrawlerProcedural GenerationPixel GraphicsAdventureLocal Co-Op4 Player LocalIndieActionFantasyRoguelikePvEAction Roguelike2DSingleplayerClass-BasedMagic,https://store.steampowered.com/app/375480/Chronicon/?snr=1_7_7_230_150_16
Portal,"Single-player,Captions available,Includes level editor",61447 98,Valve,Valve,283,2007,9.99,PuzzlePuzzle Platformer3D PlatformerFirst-PersonSingleplayerSci-fiComedyFemale ProtagonistActionFunnyPhysicsStory RichPlatformerClassicScienceFPSAtmosphericShortAdventureDark Humor,https://store.steampowered.com/app/400/Portal/?snr=1_7_7_230_150_16
Black Mesa,"Single-player,Online PvP,Cross-Platform Multiplayer,Captions available,Steam Workshop,Steam Cloud,Includes level editor",41351 95,Crowbar Collective,Crowbar Collective,66,2020,19.99,FPSRemakeActionSci-fiFirst-PersonSingleplayerShooterClassicStory RichAtmosphericAdventureGreat SoundtrackZombiesAliensEarly AccessHorrorMultiplayerIndieModCo-op,https://store.steampowered.com/app/362890/Black_Mesa/?snr=1_7_7_230_150_16
A Hat in Time,"Single-player,Shared/Split Screen Co-op,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor",25416 98,Gears for Breakfast,Gears for Breakfast,278,2017,29.99,Cute3D PlatformerCollectathonGreat SoundtrackFemale ProtagonistAdventureIndiePlatformerFunnyExplorationColorfulThird PersonSingleplayerOpen WorldComedyModdableCo-opFamily FriendlyActionKickstarter,https://store.steampowered.com/app/253230/A_Hat_in_Time/?snr=1_7_7_230_150_16
Phoenix Wright: Ace Attorney Trilogy,"Single-player,Steam Cloud",6845 97,CAPCOM Co.,CAPCOM Co.,99,2019,29.99,Visual NovelDetectiveStory RichGreat SoundtrackAnimeAdventureMysterySingleplayerPuzzleFunnyCrimeClassicPoint & ClickComedyCult ClassicConversation2DCasualDynamic NarrationMemes,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/?snr=1_7_7_230_150_16
Scythe: Digital Edition,"Single-player,Online PvP,Shared/Split Screen PvP",1685 89,The Knights of Unity,Asmodee Digital,248,2018,19.99,Board GameStrategyTurn-BasedMultiplayer4XAlternate HistoryMechsHex GridTabletopTurn-Based StrategySci-fiWorld War ISteampunkHistoricalSingleplayerCharacter CustomizationBeautifulHand-drawnTacticalPvP,https://store.steampowered.com/app/718560/Scythe_Digital_Edition/?snr=1_7_7_230_150_16
Trove,"MMO,Online PvP,Steam Workshop,In-App Purchases",76838 80,Trion Worlds,Trion Worlds,190,2015,0,Free to PlayOpen WorldMultiplayerAdventureMMORPGMassively MultiplayerBuildingSandboxPixel GraphicsRPGActionCraftingThird PersonCo-opExplorationDungeon CrawlerVoxelCasualFunnyFPS,https://store.steampowered.com/app/304050/Trove/?snr=1_7_7_230_150_16
